nota_fiscal;estabelecimento;pn_fornecedor;descricao_fornecedor;data_fiscal;item;numero_processo;Contrato;status_do_contrato;vencimento;depto_de_compras;quantidade_unidade_estoque;preco_total_linha;cond.pagamento;departamento;família;gestão;curva
341;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN000004089;OC0058724;CS0000964;Ativo;05/08/2026;SRSADM;2;23,96;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
341;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN000004090;OC0058724;CS0000964;Ativo;05/08/2026;SRSADM;3;35,94;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
341;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN000004088;OC0058724;CS0000964;Ativo;05/08/2026;SRSADM;14;215,88;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
341;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN000004091;OC0058724;CS0000964;Ativo;05/08/2026;SRSADM;2;45,06;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
343;SRS;070076291;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN190520903;OC0058727;CS0000964;Ativo;05/08/2026;SRSADM;2556;10121,76;30 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;A
5963;SRS;070076182;KPMG AUDITORES INDEPENDENTES.;06/02/2026;DCSR00171602;OC0058822;CS0000920;Ativo;09/09/2026;SRSADM;1;21070,42;30 DIAS;CONTROLADORIA;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN170199001;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;50;5;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
50940;SRS;070091707;UNIMED SUL MINEIRA;06/02/2026;DCSR00042202;OC0058638;CS0001074;Ativo;16/09/2026;SRSADM;1;230048,06;15 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
39507;VIES;090002205;ELETROPAULO METROP.ELET.SP S/A;06/02/2026;DCN999990374;OC0058762;CS0000933;Ativo;31/12/2027;VIESPD;1;107564,26;30 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN210690901;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;2118;33019,62;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
3763;OUROS;070077759;CONSIGAS DISTRIBUIDORA LTDA;06/02/2026;DCN271110002;OC0058771;CS0000877;Ativo;22/02/2026;COFAB;4;752,56;30 DIAS;MANUFATURA CO;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL CO;C
53134;OUROS;070091707;UNIMED SUL MINEIRA;06/02/2026;DCSR00042202;OC0058641;CS0001075;Ativo;17/09/2026;COADM;1;9069,82;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
50939;OUROS;070091707;UNIMED SUL MINEIRA;06/02/2026;DCSR00042202;OC0058640;CS0001075;Ativo;17/09/2026;COADM;1;63321,81;30 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;A
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN200980001;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;2118;2118;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN190520903;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;98;477,26;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN220110002;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;108;395,28;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN210690914;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;42;558,18;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN170199000;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;50;5;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
7433;VIES;070091935;ATT CORREIA LTDA;06/02/2026;DCSR00070916;OC0058516;CS0001089;Concluído;30/03/2027;VIESFB;1;380;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
3521;VIES;070076360;LADEIRA E WESSELY ENG.AUT.LTDA;06/02/2026;DCSR00070109;OC0058748;CS0001077;Concluído;31/10/2025;VIESFB;1;20748;30 DIAS;RECURSOS HUMANOS;TERCEIROS ;ADMINISTRATIVO;B
399431;VIES;090003569;ELEVADORES OTIS LTDA;06/02/2026;DCSR00140104;OC0058829;CS0000735;Ativo;31/03/2050;VIESFB;1;643,59;15 DIAS;MANUFATURA VIES;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;C
1912;SRS;090002472;D.D.DISK SANEAM AMB LTDA ME;06/02/2026;DCSR00071301;OC0058826;CS0000863;Ativo;03/08/2026;SRSFAB;1;1150;30 DIAS;QSMA;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL SRS;B
19362646;SRS;070092362;UNIMED NACIONAL - COOPERATIVA CENTR;06/02/2026;DCSR00042301;OC0058825;CS0001124;Ativo;31/12/2026;SRSADM;1;30662,8;15 DIAS;RECURSOS HUMANOS;ASSISTÊNCIA MÉDICA;ADMINISTRATIVO;
79742;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;06/02/2026;DCN000004720;OC0058729;CS0001093;Ativo;01/07/2026;VIESAD;12;70,32;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
3083;VIES;070001461;RS SERVICOS E PROJETOS DE ENGENHARI;05/02/2026;DCSR00070109;OC0058790;CS0001091;Ativo;30/08/2026;VIESFB;1;18000;30 DIAS;ENGENHARIA PRODUTO;TERCEIROS ;ENGENHARIA  PRODUTO;C
6376;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;05/02/2026;DCN280421000;OC0058783;CS0001070;Ativo;22/08/2026;SRSFAB;680;680;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
403537;SRS;090090060;CEMIG GERACAO E TRANSMISSAO SA;05/02/2026;DCN999990000;OC0058768;CS0000938;Ativo;31/12/2027;VIESPD;1;150973,71;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
6376;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;05/02/2026;DCN290129000;OC0058783;CS0001070;Ativo;22/08/2026;SRSFAB;1280;1280;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
6376;SRS;070091584;SUL COMERCIO DE GASES E MANUTENCAO;05/02/2026;DCN280440000;OC0058783;CS0001070;Ativo;22/08/2026;SRSFAB;140;140;30 DIAS;MANUFATURA SRS;MATERIAIS AUXILIARES E MATERIAIS INDIRETOS;INDUSTRIAL SRS;
123;VIES;070091680;HASHTAG SERVICOS DE MANUTENCAO LTDA;05/02/2026;DCSR00170514;OC0058708;CS0001072;Ativo;31/12/2026;VIESFB;1;33799,98;30 DIAS;MANUFATURA VIES;TERCEIROS ;INDUSTRIAL VIES;B
403843;VIES;090090060;CEMIG GERACAO E TRANSMISSAO SA;05/02/2026;DCN999990000;OC0058766;CS0000938;Ativo;31/12/2027;VIESPD;1;149454,68;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
147;SRS;070091826;MANASSES DE SOUZA GOMES;05/02/2026;DCSR00260102;OC0058714;CS0001081;Ativo;21/11/2026;SRSFAB;545;545;10 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
58680;SRS;070075893;ANTONIO CESAR DE FARIA JUNIOR;05/02/2026;DCSR99999908;OC0058680;CS0000812;Concluído;31/03/2050;SRSFAB;2950;2950;30 DIAS;RECURSOS HUMANOS;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
148;SRS;070091826;MANASSES DE SOUZA GOMES;05/02/2026;DCSR00260102;OC0058734;CS0001081;Ativo;21/11/2026;SRSFAB;735;735;10 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
1;OUROS;070077598;DISK DIMUR LTDA;05/02/2026;DCSR00070906;OC0058236;CS0001102;Ativo;31/05/2026;COFAB;1;3580;30 DIAS;MANUFATURA CO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;
65;OUROS;070091195;MR CONSTRUCAO LTDA;05/02/2026;DCSR00070203;OC0058270;CS0001033;Ativo;11/12/2027;COFAB;1;14100;10 DIAS;MANUFATURA CO;TERCEIROS ;INDUSTRIAL CO;C
403578;OUROS;090090060;CEMIG GERACAO E TRANSMISSAO SA;05/02/2026;DCN999990000;OC0058769;CS0000938;Ativo;31/12/2027;VIESPD;1;52173,68;7 DIAS;MANUFATURA VIES;ENERGIA ELÉTRICA;INDUSTRIAL VIES;C
2582;OUROS;070076175;ANDREA CARVALHO DESP.EIRELI-ME;05/02/2026;DCSR00330106;OC0058247;CS0000801;Ativo;31/03/2050;COFAB;600;600;30 DIAS;MANUFATURA CO;SERVIÇOS PRESTADOS;INDUSTRIAL CO;C
1897;OUROS;090002472;D.D.DISK SANEAM AMB LTDA ME;05/02/2026;DCSR00071301;OC0057858;CS0000881;Ativo;01/09/2026;COFAB;1;1100;30 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;B
8;SRS;070076278;ANDREIA ALVES FERNANDES;05/02/2026;DCSR00170532;OC0058820;CS0000987;Ativo;20/12/2027;SRSFAB;14000;14000;30 DIAS;MANUFATURA SRS;TERCEIROS ;INDUSTRIAL SRS;B
433989;SRS;090006591;TELEMAR NORTE LESTE S/A;05/02/2026;DCN999999996;OC0058518;CS0000993;Concluído;31/07/2023;VIESAD;235;235,21;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
78;SRS;070001498;RENAN V. B. SILVA CONSULTORIA E SER;05/02/2026;DCSR00170101;OC0058223;CS0001011;Ativo;31/03/2051;SRSFAB;400;400;30 DIAS;LOGISTICA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;C
3;SRS;070092409;MARIA DE FATIMA PEREIRA GOMES 85227;05/02/2026;DCSR00171100;OC0058667;CS0001130;Ativo;31/01/2027;SRSADM;1;1425;10 DIAS;RECURSOS HUMANOS;FORN KITS ANIVERSARIO ;ADMINISTRATIVO;
101;SRS;070091337;BIFULCO ASSOCIADOS;04/02/2026;DCSR00170302;OC0058414;CS0001097;Ativo;30/04/2026;SRSADM;15227,09;15227,09;30 DIAS;JURIDICO;SERVIÇOS JURIDICOS;ADMINISTRATIVO;
4106059;SRS;090095348;VB SERVICOS COM ADMINIST. LTDA;04/02/2026;DCSR00100501;OC0058654;CS0000929;Ativo;31/03/2050;SRSADM;1286,9;1286,9;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
506;SRS;070001769;METHODOS LABORATORIO, ANALISES CLIN;04/02/2026;DCSR00040301;OC0058608;CS0000652;Ativo;31/12/2026;SRSADM;30,64;30,64;30 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;A
3925;SRS;070090163;SERMOV COMÉRCIO E LOCAÇÃO DE EMPILH;04/02/2026;DCSR99999918;OC0057443;CS0001126;Ativo;30/09/2026;SRSFAB;1;4500;21 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;SUPPLY;
202616027;SRS;070090626;D-SAAS TECN EM DESENV.DE SOFT.LTDA;04/02/2026;DCSR00010516;OC0058607;CS0001002;Ativo;31/12/2026;SRSADM;562,81;562,81;5 DIAS;RECURSOS HUMANOS;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
7331;SRS;090003565;IMIGRANTES EMPREEND. PART.LTDA;04/02/2026;DCSR99999908;OC0058760;CS0001039;Ativo;31/01/2027;SRSADM;1;508195,8;15 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
2113737;SRS;090095348;VB SERVICOS COM ADMINIST. LTDA;04/02/2026;DCSR99999929;OC0058654;CS0000929;Ativo;31/03/2050;SRSADM;5240,2;5240,2;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
1816962;SRS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;04/02/2026;DCSR00100203;OC0058645;CS0001117;Ativo;31/10/2026;SRSADM;17758,4;17758,4;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
3926;SRS;070090163;SERMOV COMÉRCIO E LOCAÇÃO DE EMPILH;04/02/2026;DCSR99999918;OC0057443;CS0001126;Ativo;30/09/2026;SRSFAB;1;3300;21 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;SUPPLY;
10948;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;04/02/2026;DCSR99999918;OC0058696;CS0001049;Ativo;30/07/2026;VIESFB;1;3090,55;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
3920;OUROS;070090163;SERMOV COMÉRCIO E LOCAÇÃO DE EMPILH;04/02/2026;DCSR99999901;OC0058287;CS0001105;Ativo;24/07/2026;COFAB;1;5500;28 DIAS;MANUFATURA CO;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL CO;
10950;VIES;070090912;GLOBAL MOVING SOLUTIONS LTDA;04/02/2026;DCSR99999918;OC0058696;CS0001049;Ativo;30/07/2026;VIESFB;1;3650;20 DIAS;MANUFATURA VIES;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL VIES;B
12495;VIES;070076010;ADM AR CONDICIONADO LTDA EPP;04/02/2026;DCSR00140103;OC0058707;CS0000712;Ativo;31/03/2050;VIESFB;1;5271;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
4106371;VIES;090095348;VB SERVICOS COM ADMINIST. LTDA;04/02/2026;DCSR00100501;OC0058657;CS0000953;Ativo;31/03/2050;VIESAD;5117,27;5117,27;30 DIAS;RECURSOS HUMANOS;TRANSPORTE FUNCIONÁRIOS;ADMINISTRATIVO;C
7343;VIES;090095678;REDEMPRESA TECNOLOGIA LTDA-ME;04/02/2026;DCSR00010710;OC0058740;CS0000967;Ativo;01/05/2027;VIESAD;49120;49120;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
5824;VIES;070076248;VERO IT SOLUC.TEC.INFORM.LTDA;04/02/2026;DCSR00010710;OC0058732;CS0000921;Ativo;31/03/2050;VIESAD;390;390;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
58728;VIES;090002225;TELEFONICA BRASIL S.A;04/02/2026;DCN999999996;OC0058728;CS0000937;Ativo;27/03/2027;VIESAD;4949;4948,67;30 DIAS;TI;SERVIÇOS TELEFONIA;ADMINISTRATIVO;C
1815919;VIES;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;04/02/2026;DCSR00100203;OC0058643;CS0001116;Ativo;16/10/2027;VIESAD;22650;22650;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
115668;VIES;090010054;VERZANI E SANDRINI LTDA;04/02/2026;DCSR00110203;OC0058546;CS0001046;Ativo;16/04/2027;VIESAD;33060,36;33060,36;45 DIAS;SEGURANÇA PATRIMONIAL;VIGILANCIA/PORTARIA ;SEGURANÇA PATRIMONIAL;A
75;VIES;090002571;ACORP DO BRASIL IMPORTACAO E EXPORT;04/02/2026;DCSR00010502;OC0058600;CS0001131;Ativo;31/01/2027;VIESAD;650;88998;30/60/90 DIAS;TI;LICENC.SOFTWARE;ADMINISTRATIVO;
7327;VIES;090003565;IMIGRANTES EMPREEND. PART.LTDA;04/02/2026;DCSR99999908;OC0058759;CS0000829;Ativo;29/05/2027;VIESAD;198518,11;198518,11;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
7347;VIES;090003565;IMIGRANTES EMPREEND. PART.LTDA;04/02/2026;DCSR99999946;OC0058758;CS0000829;Ativo;29/05/2027;VIESAD;12939,3;12939,3;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
303350;VIES;090003832;CIA SANEAM.BAS.EST.SP SABESP;04/02/2026;DCN220110000;OC0058761;CS0000915;Ativo;31/12/2027;VIESPD;1;44953,84;30 DIAS;MANUFATURA VIES;ÁGUA E ESGOTO;INDUSTRIAL VIES;C
51;VIESADM;070002798;WAGNER ODRI - ADVOGADOS;04/02/2026;DCSR00171402;OC0058672;CS0000962;Ativo;31/03/2050;DDAADM;39330;39330;30 DIAS;JURIDICO;SERVIÇOS JURIDICOS;ADMINISTRATIVO;C
2113702;OUROS;090095348;VB SERVICOS COM ADMINIST. LTDA;04/02/2026;DCSR99999929;OC0058653;CS0001129;Ativo;31/03/2051;COADM;1;1054,4;30 DIAS;RECURSOS HUMANOS;VALE TRANSPORTE ;ADMINISTRATIVO;
1816974;OUROS;070092293;IFOOD BENEFICIOS E SERVICOS LTDA.;04/02/2026;DCSR00100203;OC0058647;CS0001119;Ativo;17/10/2027;COADM;2200;2200;A VISTA;RECURSOS HUMANOS;TICKET ALIMENTAÇÃO;ADMINISTRATIVO;
168878;OUROS;090073255;ATLAS COPCO BRASIL LTDA;04/02/2026;DCSR00140101;OC0058288;CS0000882;Ativo;20/09/2026;COFAB;5127,52;5127,51;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
4106028;OUROS;090095348;VB SERVICOS COM ADMINIST. LTDA;04/02/2026;DCSR00100501;OC0058653;CS0001129;Ativo;31/03/2051;COADM;1;481,67;30 DIAS;RECURSOS HUMANOS;VALE TRANSPORTE ;ADMINISTRATIVO;
1113;SRS;070091366;TURBONET;03/02/2026;DCSR99999905;OC0058664;CS0001052;Ativo;31/03/2027;SRSADM;1;1139,9;15 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;C
42946;OUROS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;03/02/2026;DCSR00070901;OC0058166;CS0000871;Ativo;31/03/2050;COFAB;1750;1750;15 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;B
20;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;03/02/2026;DCSR00141305;OC0057871;CS0000868;Ativo;15/10/2026;COFAB;1;4481,55;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
273;SRS;070001690;VG EMPILHADEIRAS MANUTENCAO MULTIMA;03/02/2026;DCSR99999901;OC0057876;CS0000870;Ativo;31/03/2050;SRSFAB;3900;3900;30 DIAS;LOGISTICA SRS;LOCAÇÕES EQUIPAMENTOS / VEÍCULOS;INDUSTRIAL SRS;B
19;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;03/02/2026;DCSR00141302;OC0057864;CS0000885;Ativo;15/10/2026;COFAB;1;10830;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
21;OUROS;070000726;SOLTECH SOLUÇÕES INDUSTRIAIS E CIA;03/02/2026;DCSR00141307;OC0057873;CS0000890;Ativo;15/10/2026;COFAB;1;1079,46;30 DIAS;MANUFATURA CO;MANUTENÇÃO MECÂNICA;INDUSTRIAL CO;B
7321;VIES;090004703;DBA TECNOLOGIA DA INFORMAÇÃO E COM;03/02/2026;DCSR00010710;OC0058635;CS0000914;Ativo;31/03/2050;VIESAD;1887;1887;15 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
759316;VIES;090004057;BRASOFTWARE INFORMATICA LTDA;03/02/2026;DCN852349903;OC0058646;CS0000925;Ativo;31/03/2050;VIESAD;25182;25182,48;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;B
1299;VIES;090008323;EROMOLD IND.COM.PLASTICOS LTDA;03/02/2026;DCSR00140507;OC0058239;CS0000842;Ativo;04/04/2027;VIESFB;1;1996,36;45 DIAS;MANUFATURA VIES;MANUTENÇÃO FERRAMENTAIS;INDUSTRIAL VIES;C
1585275;VIES;070001764;TELEFONICA CLOUD E TECNOLOGIA DO BR;03/02/2026;DCN852349903;OC0058633;CS0000924;Ativo;31/12/2026;VIESAD;39472;39472,12;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
55;OUROS;090099910;GARCIA MONACO CONS E PLAN LTDA;03/02/2026;DCSR00070109;OC0058394;CS0000900;Ativo;31/01/2027;COFAB;2361;2361;30 DIAS;QSMA;SERVIÇOS JURIDICOS;INDUSTRIAL CO;B
3452;VIES;070001654;DCN USINAGEM E SERVICOS EIRELI;03/02/2026;DCSR00140101;OC0058520;CS0001040;Ativo;31/12/2026;VIESFB;1;850;20 DIAS;MANUFATURA VIES;MANUTENÇÃO MECÂNICA;INDUSTRIAL VIES;C
42949;OUROS;090002919;SR TRATAMENTOS DE RES.IND.LTDA;03/02/2026;DCSR00070901;OC0058165;CS0000871;Ativo;31/03/2050;COFAB;2551,1;2551,1;15 DIAS;QSMA;SERVIÇOS PRESTADOS;INDUSTRIAL CO;B
1114;OUROS;070091366;TURBONET;03/02/2026;DCSR99999905;OC0058665;CS0001053;Ativo;31/03/2027;COADM;1;1139,9;15 DIAS;TI;COMUNICAÇÃO;ADMINISTRATIVO;C
7293;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;02/02/2026;DCSR99999908;OC0058629;CS0000696;Ativo;30/06/2026;333ADM;1;3718,59;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
7321;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;02/02/2026;DCSR99999908;OC0058631;CS0000696;Ativo;30/06/2026;333ADM;1;48517,85;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
7302;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;02/02/2026;DCSR99999908;OC0058629;CS0000696;Ativo;30/06/2026;333ADM;1;4265,59;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
208;VIES;070075837;GS CONTROLE V. P. URBANAS LTDA;02/02/2026;DCSR00071306;OC0058576;CS0000686;Ativo;27/04/2027;VIESFB;1;390;30 DIAS;QSMA;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;B
208;VIES;070075837;GS CONTROLE V. P. URBANAS LTDA;02/02/2026;DCSR00071306;OC0058576;CS0000686;Ativo;27/04/2027;VIESFB;1;500;30 DIAS;QSMA;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;B
3255;VIES;070076264;LAYER UP EDITORIAL LTDA;02/02/2026;DCSR00230100;OC0057528;CS0001014;Ativo;30/06/2027;VIESCN;12367,55;12367,55;30 DIAS;MARKETING;SERVIÇOS PRESTADOS;COMERCIAL;C
208776;VIES;070001502;THOMSON REUTERS BRASIL CONTEUDO E T;02/02/2026;DCSR00010303;OC0058271;CS0000956;Ativo;01/09/2026;VIESAD;1;16567,98;30 DIAS;SUPPLY;SERVIÇOS PRESTADOS;SUPPLY;B
17702;SRS;090000716;EGA ENG.AUTOMACAO LTDA;02/02/2026;DCSR00170101;OC0057447;CS0000895;Ativo;31/03/2050;SRSFAB;1;1450;30 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;B
7322;333;090003565;IMIGRANTES EMPREEND. PART.LTDA;02/02/2026;DCSR99999908;OC0058631;CS0000696;Ativo;30/06/2026;333ADM;1;20119,8;30 DIAS;FINANCEIRO;ALUGUÉIS DIVERSOS;ADMINISTRATIVO;C
208;VIES;070075837;GS CONTROLE V. P. URBANAS LTDA;02/02/2026;DCSR00071306;OC0058576;CS0000686;Ativo;27/04/2027;VIESFB;1;425;30 DIAS;QSMA;MANUTENÇÃO EDIFÍCIOS / INSTALAÇÕES;INDUSTRIAL VIES;B
17757;SRS;070092016;DATAMARK-LTDA;02/02/2026;DCSR00010516;OC0057710;CS0001092;Ativo;31/03/2039;SRSADM;1;6240;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
7426;VIES;070091935;ATT CORREIA LTDA;30/01/2026;DCSR00070916;OC0058516;CS0001089;Concluído;30/03/2027;VIESFB;1;380;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
2;SRS;070092137;ENERGY CONTROL - TECN AUT C.T. LTDA;30/01/2026;DCSR00010701;OC0058396;CS0001107;Ativo;01/08/2027;SRSFAB;5024,43;5024,43;20 DIAS;MANUFATURA SRS;SERVIÇOS PRESTADOS;INDUSTRIAL SRS;
4;SRS;070076278;ANDREIA ALVES FERNANDES;30/01/2026;DCSR00170532;OC0044425;CS0000987;Ativo;20/12/2027;SRSFAB;6300;6300;30 DIAS;MANUFATURA SRS;TERCEIROS ;INDUSTRIAL SRS;B
17606;SRS;070092016;DATAMARK-LTDA;30/01/2026;DCSR00010516;OC0057710;CS0001092;Ativo;31/03/2039;SRSADM;1;6240;30 DIAS;TI;SERVIÇOS PRESTADOS;ADMINISTRATIVO;C
7426;VIES;070091935;ATT CORREIA LTDA;30/01/2026;DCSR00070916;OC0058516;CS0001089;Concluído;30/03/2027;VIESFB;1;380;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
7425;VIES;070091935;ATT CORREIA LTDA;30/01/2026;DCSR00070916;OC0057888;CS0001089;Concluído;30/03/2027;VIESFB;1;380;30 DIAS;MANUFATURA VIES;SERVIÇOS PRESTADOS;INDUSTRIAL VIES;C
79665;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;29/01/2026;DCN220110002;OC0058317;CS0001093;Ativo;01/07/2026;VIESAD;48;175,68;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79665;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;29/01/2026;DCN200980001;OC0058317;CS0001093;Ativo;01/07/2026;VIESAD;1160;1160;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
79665;VIES;070076256;L ALLEGRO RESTAURANTE LTDA;29/01/2026;DCN210690901;OC0058317;CS0001093;Ativo;01/07/2026;VIESAD;1160;18084,4;15 DIAS;RECURSOS HUMANOS;ALIMENTAÇÃO;ADMINISTRATIVO;
